customer_id,customer_name,region,end_use,customer_type,city,state,years_as_customer,credit_limit
C00307,Brown & Sons Residential 1,Southeast,Residential Construction,Small Commercial,Orlando,FL,15,190000
C00308,Wilson General Enterprises,Northeast,General Construction,Small Business,Boston,MA,15,20000
C00309,Expert General Works,Southwest,General Construction,Small Business,Houston,TX,11,25000
C00310,Houston Painting Co,Southwest,Painting,Small Commercial,Houston,TX,4,170000
C00311,General Pros 2,Mid-Atlantic,General Construction,Small Commercial,Philadelphia,PA,13,155000
C00312,Lee Residential Contractors 1,Midwest,Residential Construction,Large Commercial,Detroit,MI,1,455000
C00313,Rodriguez HVAC Experts,Northwest,HVAC,Small Business,Portland,OR,1,75000
C00314,Clark Plumbing Group,Northwest,Plumbing,Small Commercial,Spokane,WA,5,110000
C00315,San Francisco Plumbing Contractors,West,Plumbing,Small Commercial,San Francisco,CA,14,160000
C00316,Clark General Co,West,General Construction,Small Business,Sacramento,CA,9,40000
C00317,Expert Residential Solutions,Southwest,Residential Construction,Small Commercial,Phoenix,AZ,2,135000
C00318,Anderson General Works,Northeast,General Construction,Small Commercial,New York,NY,10,55000
C00319,Brown Carpentry Solutions 1,Mid-Atlantic,Carpentry,Small Business,Baltimore,MD,5,20000
C00320,Brown Flooring Supply,West,Flooring,Large Commercial,San Diego,CA,10,230000
C00321,Rodriguez Electrical Specialists 1,Southwest,Electrical,Small Commercial,Dallas,TX,6,95000
C00322,Professional Plumbing Enterprises,Southwest,Plumbing,Small Commercial,Austin,TX,14,100000
C00323,Ultimate Painting Services,Mid-Atlantic,Painting,Small Commercial,Richmond,VA,12,70000
C00324,Lee Electrical Group,West,Electrical,Small Business,San Francisco,CA,4,70000
C00325,Lee & Sons Residential 1,Southwest,Residential Construction,Small Commercial,Austin,TX,13,180000
C00326,Tampa Plumbing Supply 1,Southeast,Plumbing,Large Commercial,Tampa,FL,9,410000
C00327,HVAC Works,West,HVAC,Large Commercial,San Francisco,CA,14,145000
C00328,Martinez Carpentry Specialists,Northwest,Carpentry,Large Commercial,Seattle,WA,4,140000
C00329,Garcia Residential LLC,Northeast,Residential Construction,Small Commercial,Boston,MA,10,150000
C00330,Johnson Plumbing LLC,Northeast,Plumbing,Small Business,Providence,RI,9,85000
C00331,Roofing Supply,West,Roofing,Small Commercial,San Francisco,CA,1,130000
C00332,Certified Residential Group,Midwest,Residential Construction,Large Commercial,Indianapolis,IN,4,220000
C00333,Smith Painting Solutions,Northeast,Painting,Small Commercial,Buffalo,NY,7,120000
C00334,Metro Residential Inc,Southeast,Residential Construction,Small Business,Orlando,FL,7,80000
C00335,Moore General Pros 1,Southwest,General Construction,Small Business,San Antonio,TX,11,70000
C00336,Miami Plumbing Services,Southeast,Plumbing,Large Commercial,Miami,FL,15,460000
C00337,Reliable General Solutions 2,Southeast,General Construction,Small Business,Miami,FL,1,50000
C00338,Tampa General Works,Southeast,General Construction,Small Commercial,Tampa,FL,4,140000
C00339,Clark & Sons HVAC,Midwest,HVAC,Small Business,Indianapolis,IN,13,40000
C00340,Johnson & Sons Plumbing,Midwest,Plumbing,Independent Contractor,Chicago,IL,2,35000
C00341,Thomas Painting Solutions 1,Southwest,Painting,Small Business,Houston,TX,1,60000
C00342,Clark Plumbing Group 1,Midwest,Plumbing,Large Commercial,Indianapolis,IN,11,470000
C00343,Thomas & Sons Carpentry,Northeast,Carpentry,Small Business,Boston,MA,4,30000
C00344,San Diego Painting Supply,West,Painting,Independent Contractor,San Diego,CA,7,30000
C00345,Garcia General Enterprises,Southwest,General Construction,Small Commercial,Houston,TX,5,65000
C00346,Precision Plumbing Inc 2,West,Plumbing,Small Commercial,San Diego,CA,6,135000
C00347,Rapid Painting Pros,West,Painting,Small Commercial,San Francisco,CA,7,170000
C00348,Martinez Residential Group 1,West,Residential Construction,Small Business,San Francisco,CA,5,65000
C00349,Lee General Pros,Southwest,General Construction,Large Commercial,Dallas,TX,5,405000
C00350,Wilson Residential Works,Midwest,Residential Construction,Small Commercial,Cleveland,OH,4,120000
C00351,Moore & Sons General,West,General Construction,Small Commercial,San Jose,CA,10,110000
C00352,Moore Plumbing Specialists,Midwest,Plumbing,Small Commercial,Cleveland,OH,10,70000
C00353,Garcia HVAC Group,Southwest,HVAC,Large Commercial,Austin,TX,7,300000
C00354,Moore & Sons Electrical 1,Southwest,Electrical,Small Commercial,San Antonio,TX,13,110000
C00355,Residential Works 1,Southwest,Residential Construction,Small Business,Austin,TX,12,90000
C00356,Quality Plumbing Specialists,Northwest,Plumbing,Small Commercial,Portland,OR,8,70000
C00357,New York Residential Supply,Northeast,Residential Construction,Small Business,New York,NY,7,80000
C00358,Rodriguez Plumbing Co,West,Plumbing,Small Business,San Francisco,CA,15,85000
C00359,HVAC Masters,Southeast,HVAC,Small Business,Atlanta,GA,15,30000
C00360,HVAC Works 1,West,HVAC,Small Business,San Diego,CA,10,80000
C00361,Elite Plumbing Contractors,Northwest,Plumbing,Large Commercial,Boise,ID,4,425000
C00362,Garcia Electrical Pros 1,Midwest,Electrical,Small Business,Milwaukee,WI,8,100000
C00363,Clark & Sons Plumbing,West,Plumbing,Large Commercial,Los Angeles,CA,15,150000
C00364,Davis & Sons Painting,West,Painting,Small Commercial,San Diego,CA,13,80000
C00365,Garcia Plumbing Inc 1,Southeast,Plumbing,Large Commercial,Atlanta,GA,5,125000
C00366,Reliable General Supply,Midwest,General Construction,Small Commercial,Chicago,IL,4,130000
C00367,Davis Painting Services,West,Painting,Small Business,San Diego,CA,13,80000
C00368,Clark HVAC LLC,Northeast,HVAC,Small Business,New York,NY,12,50000
C00369,Tampa Painting Services,Southeast,Painting,Large Commercial,Tampa,FL,5,140000
C00370,Smith Residential Contractors 1,Southeast,Residential Construction,Small Commercial,Jacksonville,FL,11,185000
C00371,Electrical Works 1,Southeast,Electrical,Small Commercial,Atlanta,GA,6,105000
C00372,Milwaukee Residential Solutions 2,Midwest,Residential Construction,Small Business,Milwaukee,WI,2,55000
C00373,Dallas Painting Co,Southwest,Painting,Small Business,Dallas,TX,7,85000
C00374,Jacksonville Painting Experts,Southeast,Painting,Small Commercial,Jacksonville,FL,11,135000
C00375,New York Electrical Solutions 1,Northeast,Electrical,Large Commercial,New York,NY,14,385000
C00376,Buffalo General Services,Northeast,General Construction,Small Commercial,Buffalo,NY,14,110000
C00377,Clark Painting Supply,Northwest,Painting,Small Business,Spokane,WA,14,90000
C00378,Miami Electrical Contractors,Southeast,Electrical,Large Commercial,Miami,FL,1,275000
C00379,Wilson Residential Supply,Southwest,Residential Construction,Independent Contractor,Phoenix,AZ,13,40000
C00380,Electrical Supply 1,Southeast,Electrical,Large Commercial,Miami,FL,9,125000
C00381,Smith Plumbing Supply,Midwest,Plumbing,Large Commercial,Indianapolis,IN,14,255000
C00382,Moore & Sons Plumbing,Southwest,Plumbing,Small Commercial,Houston,TX,14,60000
C00383,Miami Masonry Enterprises,Southeast,Masonry,Small Commercial,Miami,FL,12,140000
C00384,Providence HVAC Works,Northeast,HVAC,Small Commercial,Providence,RI,3,175000
C00385,General Specialists 2,West,General Construction,Small Business,San Diego,CA,6,65000
C00386,Prime Plumbing Enterprises,Southwest,Plumbing,Small Business,Phoenix,AZ,13,85000
C00387,Richmond HVAC Services,Mid-Atlantic,HVAC,Large Commercial,Richmond,VA,3,305000
C00388,Anderson & Sons Plumbing 1,Midwest,Plumbing,Large Commercial,Indianapolis,IN,7,340000
C00389,Davis & Sons Painting 1,Southeast,Painting,Small Business,Miami,FL,8,70000
C00390,Moore & Sons Flooring,Southeast,Flooring,Small Commercial,Miami,FL,2,175000
C00391,Lee Painting Solutions,Southeast,Painting,Large Commercial,Orlando,FL,14,280000
C00392,Thomas General Solutions,Southwest,General Construction,Small Business,Austin,TX,15,25000
C00393,Sacramento General Experts,West,General Construction,Large Commercial,Sacramento,CA,8,100000
C00394,Kansas City Residential Specialists,South Central,Residential Construction,Small Business,Kansas City,MO,5,45000
C00395,Lee & Sons General,Mid-Atlantic,General Construction,Small Business,Richmond,VA,2,75000
C00396,Taylor & Sons General,Northeast,General Construction,Small Commercial,New York,NY,12,170000
C00397,Summit Roofing Experts,Southwest,Roofing,Large Commercial,Houston,TX,2,180000
C00398,Precision HVAC Supply,Southeast,HVAC,Small Commercial,Jacksonville,FL,6,180000
C00399,Smith HVAC Services,West,HVAC,Large Commercial,Sacramento,CA,7,155000
C00400,Boston General Pros 1,Northeast,General Construction,Small Commercial,Boston,MA,13,180000
C00401,Detroit HVAC Inc,Midwest,HVAC,Small Business,Detroit,MI,9,20000
C00402,New York Plumbing Specialists,Northeast,Plumbing,Small Commercial,New York,NY,12,70000
C00403,Prime Residential Enterprises,Mid-Atlantic,Residential Construction,Large Commercial,Pittsburgh,PA,2,475000
C00404,Buffalo Painting Services,Northeast,Painting,Small Commercial,Buffalo,NY,5,150000
C00405,Rapid Electrical Services 1,West,Electrical,Small Business,San Francisco,CA,9,100000
C00406,Pioneer Residential Experts,West,Residential Construction,Small Business,Sacramento,CA,7,35000
C00407,National General Solutions,Southwest,General Construction,Small Business,Austin,TX,3,80000
C00408,Pittsburgh Painting Enterprises,Mid-Atlantic,Painting,Small Business,Pittsburgh,PA,8,30000
C00409,Los Angeles General LLC,West,General Construction,Small Commercial,Los Angeles,CA,15,55000
C00410,Taylor Plumbing Pros 1,Northwest,Plumbing,Small Commercial,Spokane,WA,2,150000
C00411,Rapid General Inc,Southeast,General Construction,Small Commercial,Jacksonville,FL,9,195000
C00412,Wilson Plumbing Specialists,West,Plumbing,Small Commercial,San Diego,CA,13,180000
C00413,Taylor Residential Services,Northeast,Residential Construction,Small Business,Boston,MA,1,55000
C00414,Rapid General Specialists 1,West,General Construction,Small Commercial,Sacramento,CA,12,155000
C00415,Chicago General Supply,Midwest,General Construction,Independent Contractor,Chicago,IL,1,15000
C00416,Martinez & Sons Plumbing 1,Southeast,Plumbing,Small Business,Atlanta,GA,12,60000
C00417,Lee Carpentry Co 1,Northeast,Carpentry,Large Commercial,Boston,MA,2,265000
C00418,Davis HVAC Co,Northeast,HVAC,Large Commercial,Providence,RI,6,135000
C00419,Jacksonville Residential Contractors,Southeast,Residential Construction,Small Commercial,Jacksonville,FL,13,65000
C00420,Precision Residential Services 1,Mid-Atlantic,Residential Construction,Independent Contractor,Philadelphia,PA,1,40000
C00421,Brown Residential Solutions 1,Southwest,Residential Construction,Large Commercial,Dallas,TX,4,365000
C00422,Certified Residential Specialists 1,Mid-Atlantic,Residential Construction,Large Commercial,Richmond,VA,15,130000
C00423,Expert General Contractors,West,General Construction,Small Commercial,San Francisco,CA,13,185000
C00424,National Electrical Services,Southwest,Electrical,Small Commercial,Houston,TX,5,140000
C00425,Thomas Residential Enterprises 1,Midwest,Residential Construction,Small Commercial,Milwaukee,WI,4,165000
C00426,Johnson General Services,Mid-Atlantic,General Construction,Large Commercial,Baltimore,MD,9,320000
C00427,Moore Painting Supply,Northeast,Painting,Large Commercial,Boston,MA,12,295000
C00428,Johnson Residential Group,West,Residential Construction,Small Commercial,San Francisco,CA,12,90000
C00429,Davis & Sons Plumbing,West,Plumbing,Small Commercial,San Diego,CA,12,60000
C00430,Smith General Works,Southeast,General Construction,Small Business,Jacksonville,FL,10,25000
C00431,Moore & Sons Residential,Southeast,Residential Construction,Small Commercial,Orlando,FL,6,195000
C00432,Brown & Sons Painting,Midwest,Painting,Small Commercial,Cleveland,OH,2,200000
C00433,Reliable General Experts,West,General Construction,Large Commercial,San Francisco,CA,8,300000
C00434,Austin Painting Experts,Southwest,Painting,Independent Contractor,Austin,TX,5,40000
C00435,General Works 1,Southwest,General Construction,Large Commercial,Houston,TX,4,305000
C00436,San Diego Painting LLC 2,West,Painting,Small Commercial,San Diego,CA,7,185000
C00437,Smith Residential Enterprises,Southeast,Residential Construction,Large Commercial,Jacksonville,FL,13,185000
C00438,Los Angeles Masonry Services,West,Masonry,Large Commercial,Los Angeles,CA,14,355000
C00439,Precision Electrical Inc 1,Southwest,Electrical,Small Business,Houston,TX,4,90000
C00440,Expert Painting LLC,Midwest,Painting,Large Commercial,Chicago,IL,3,465000
C00441,Anderson Plumbing Pros,Southeast,Plumbing,Large Commercial,Tampa,FL,3,325000
C00442,Martinez Residential LLC,West,Residential Construction,Small Commercial,San Diego,CA,10,145000
C00443,Pro Plumbing Contractors 1,Northeast,Plumbing,Small Commercial,Buffalo,NY,7,70000
C00444,Thomas Residential Supply 1,Southwest,Residential Construction,Small Business,Austin,TX,6,95000
C00445,Painting Supply,Southeast,Painting,Small Business,Tampa,FL,7,60000
C00446,Dynamic Electrical LLC,West,Electrical,Large Commercial,San Jose,CA,13,400000
C00447,Pioneer Residential Specialists,Southeast,Residential Construction,Large Commercial,Jacksonville,FL,4,270000
C00448,Carpentry Experts,Southeast,Carpentry,Large Commercial,Miami,FL,6,210000
C00449,National Painting Works 1,West,Painting,Independent Contractor,San Francisco,CA,10,15000
C00450,Johnson Plumbing Inc 1,Southeast,Plumbing,Small Business,Orlando,FL,1,55000
C00451,Superior Plumbing Works,Northeast,Plumbing,Small Commercial,Boston,MA,4,175000
C00452,Prime Painting Works,West,Painting,Large Commercial,San Diego,CA,12,190000
C00453,Wilson Painting Inc 1,Midwest,Painting,Large Commercial,Milwaukee,WI,6,290000
C00454,Anderson Flooring Solutions,Southwest,Flooring,Small Commercial,Dallas,TX,3,160000
C00455,Lee Residential Supply 1,Northwest,Residential Construction,Small Business,Boise,ID,12,65000
C00456,Moore HVAC Enterprises,West,HVAC,Small Business,Los Angeles,CA,10,25000
C00457,Martinez Electrical Solutions 1,West,Electrical,Large Commercial,San Jose,CA,12,145000
C00458,Superior Residential Experts,Southwest,Residential Construction,Small Business,Phoenix,AZ,1,60000
C00459,Precision Painting LLC,West,Painting,Small Commercial,Los Angeles,CA,7,120000
C00460,Garcia Painting Co,Northeast,Painting,Small Commercial,New York,NY,7,65000
C00461,Milwaukee HVAC Group,Midwest,HVAC,Independent Contractor,Milwaukee,WI,8,10000
C00462,Lee & Sons Residential,Midwest,Residential Construction,Large Commercial,Chicago,IL,2,145000
C00463,Premier Residential Inc,Southwest,Residential Construction,Independent Contractor,San Antonio,TX,6,40000
C00464,Newark HVAC LLC 1,Northeast,HVAC,Large Commercial,Newark,NJ,2,310000
C00465,Painting Supply 1,West,Painting,Small Business,San Diego,CA,11,65000
C00466,Martinez General LLC 1,Southwest,General Construction,Small Commercial,Houston,TX,6,50000
C00467,Atlanta HVAC Inc 1,Southeast,HVAC,Small Business,Atlanta,GA,1,50000
C00468,Rapid General Enterprises,West,General Construction,Small Commercial,San Jose,CA,7,125000
C00469,Atlanta General Solutions 1,Southeast,General Construction,Small Business,Atlanta,GA,15,80000
C00470,Davis General Contractors,Southwest,General Construction,Small Commercial,San Antonio,TX,4,180000
C00471,Pro General Specialists,Southwest,General Construction,Independent Contractor,Houston,TX,6,35000
C00472,Wilson Electrical Services 2,Northwest,Electrical,Large Commercial,Portland,OR,8,290000
C00473,Plumbing Specialists 1,West,Plumbing,Small Business,Los Angeles,CA,2,90000
C00474,San Diego Residential LLC,West,Residential Construction,Large Commercial,San Diego,CA,7,150000
C00475,Kansas City Residential Works,South Central,Residential Construction,Small Business,Kansas City,MO,5,70000
C00476,Rodriguez & Sons General 2,Mid-Atlantic,General Construction,Small Commercial,Philadelphia,PA,8,195000
C00477,Pittsburgh General Group,Mid-Atlantic,General Construction,Small Commercial,Pittsburgh,PA,10,140000
C00478,Rapid General Co,Southeast,General Construction,Small Business,Miami,FL,15,75000
C00479,Wilson Painting Works,Mid-Atlantic,Painting,Small Business,Richmond,VA,8,25000
